file_list,Level-1 Annotation,Level-2 Annotation,Dynamic Agent,Static Agent
15ca20fc-b4e7-4fc6-9448-bbce91714559.mp4,Right,Lane Change,,
1cf31b3b-b3f7-4f1b-8af6-b82045707e93.mp4,Straight,Driving Straight,,
1e7e7888-0a08-4c47-adb2-b4578d898b0c.mp4,Straight,Driving Straight,,
20a9878e-8b88-4e29-a056-ab6034108576.mp4,Left,Turn,,
25cd7c7c-b9c8-459d-bcf1-a2964e2e02dd.mp4,Left,Lane Change,,
25f00d9a-5db4-4619-937e-b5bfbb9e1037.mp4,Right,Lane Change,,
29d015a8-ec37-42b6-b48e-47e1eda7d7f3.mp4,Straight,Driving Straight,,
2b314f41-2168-4d25-8cf2-08daa763aa74.mp4,Slow Down,Yield,vehicle,
30c53be1-672d-4edc-bb20-6016d2a15b56.mp4,Right,Lane Change,,
3abf13ec-d8ce-4874-b4b4-afc21e49cee9.mp4,Right,Lane Change,,
3bc1d61a-9cdc-43b8-a0e8-37ab98b18077.mp4,Straight,Driving Straight,,
3c21cf8c-ae79-41dc-83a4-03e2b0c3e380.mp4,Straight,Driving Straight,,
3c8a5261-df9b-486b-8235-f82c93645224.mp4,Left,Lane Change,,
4a3bdad5-e55d-4b02-bdf9-a662d39f7cec.mp4,Left,Lane Change,,
4c605d12-54b8-4bda-801b-50476220b3b0.mp4,Right,Lane Change,,
4d5173a3-b009-4f75-8c0c-acf9c2e9ac49.mp4,Right,Lane Change,,
4d9640fb-ca9b-45b8-945e-dcfc53d2b755.mp4,Straight,Driving Straight,,
4f78bde4-d649-4c81-8e8c-591070e664cc.mp4,Straight,Driving Straight,,
5afe2afb-ec2f-4151-881d-bd13aa5de71c.mp4,Slow Down,Left Turn,vehicle,
6bbf59c0-2815-4294-b093-55501a8ab2fa.mp4,Right,Lane Change,,
6d4ca9c8-5728-43f5-bce9-33535f5733b1.mp4,Left,Lane Change,,
7ef12152-1771-45bd-b261-ae5a87e26ef8.mp4,Left,Lane Change,,
8b05ba78-66c5-42df-9756-3589f1b8d235.mp4,Right,Lane Change,,
8bf9c466-86c7-4b9d-b1a3-d2d893c63573.mp4,Straight,Driving Straight,,
8c2e57a6-470c-47ed-a0cc-8cfc03db7c67.mp4,Stop,,,
9a7dcf32-5610-4e35-a1ae-b05505f51c3a.mp4,Right,Lane Change,,
9dd67f33-5d82-478c-9b17-e297add6ea8f.mp4,Straight,Driving Straight,,
02a2ff57-8f89-4fee-9f01-f324c6d94f57.mp4,Right,Turn,,
05889a04-48c4-4825-a251-6f4c8f4d4f02.mp4,Straight,Driving Straight,vehicle,
0644c67f-b136-4c63-a41e-77d611061b58.mp4,Slow Down,Speed Breaker,vehicle,speed breaker
0c9df299-f60c-4623-abf2-8f104ab1f2ee.mp4,Slow Down,Obstruction,,vehicle
0e3eae24-850b-4f8d-91a0-3f57daeb2257.mp4,Slow Down,Yield,vehicle,
15f6e8bf-ec0d-4e9b-bbbf-c6982fa61f4e.mp4,Left ,Turn,,
1737e2bb-647e-4410-9429-3d7f60ced0a5.mp4,Slow Down,"Right Turn, Cut-in",vehicle,
1907f88f-0934-46ad-bbb0-886ae600169a.mp4,Left,Turn,,
1cbb435e-f6b2-40bb-b67e-32dff0b3d668.mp4,Straight,Driving Straight,,
20fb43b4-087b-4105-99fb-c1d1509e0707.mp4,Right,Lane Change,,
23f81aa5-cb07-40a2-b315-19b4d80790b6.mp4,Straight,Driving Straight,vehicle,
245ebc40-7bd3-4c66-9fe6-093d1b52ba8d.mp4,Slow Down,Congestion,vehicle,
25bc7245-e509-4ad7-8741-f242dd66c77f.mp4,Slow Down,Congestion,vehicle,
2b22365d-e01b-4489-8a27-3a284e7adaa3.mp4,Right,Turn,vehicle,
2c302760-ae60-4403-84cb-625eb656c3ab.mp4,Sloe Down,Left Turn,,pothole
2c4bec11-b48d-4229-8a6b-79fdea7ae527.mp4,Straight,Driving Straight,,
2d125d57-fdad-49d8-be98-dc3cb2929158.mp4,Slow Down,Yield,vehicle,
2e1f33bd-36fb-44e1-a492-be91bf0e154c.mp4,Slow Down,Right Turn,vehicle,pothole
32bc5058-4d56-4390-be12-da0e1f326eff.mp4,Slow Down,Left Turn,"vehicle, pedestrian",pothole
341fc5f0-2ac1-49b0-b139-657d759dcaa9.mp4,Slow Down,Right Turn,"vehicle, pedestrian",
36b62da1-c224-47c5-ac7a-e3f5b8762940.mp4,Stop,Obstruction,vehicle,
37f5c738-8de7-4b40-83aa-c66a977ef486.mp4,Straight,Driving Straight,vehicle,
38c7be16-be66-4a7a-abf6-4f1c0bc6d0d6.mp4,Slow Down, Left Turn,vehicle,speed breaker
391c3491-9d3e-4109-8739-5e42156abcd8.mp4,Straight,Driving Straight,,
39a4d0d5-5257-48e9-8fea-2e47d49497df.mp4,Straight,Driving Straight,,
452a8a75-6365-4726-8be8-2db569d6e3ce.mp4,Slow Down,Congestion,vehicle,
46cac2b4-407b-42c4-834b-6eee115b6a46.mp4,Right,Lane Change,vehicle,
51dad86c-68de-4aa5-b3f1-fb46a90d5e06.mp4,Slow Down,Left Turn,vehicle,speed breaker
561afd57-94cb-40ff-ab73-65df5c0a0693.mp4,Slow Down,Congestion,vehicle,
5a96915b-0ce3-4a70-a203-3885a8962780.mp4,Deviate,Avoid Person,,pedestrian
5defde76-d524-438e-a7fb-651cc3490316.mp4,Slow Down,Left Turn,"vehicle, pedestrian",
5f4e9218-d0ee-403e-ac1a-b6bf2d08d2c9.mp4,Right,Lane Change,,
6065aa69-af8d-4eec-8a8c-755134112216.mp4,Straight,Driving Straight,pedestrian,
64f3821f-43a5-424f-ad13-a1f42eda421a.mp4,U Turn,,,
6faeebd8-8be2-4f40-a3b6-c055f09068bd.mp4,Slow Down,Yield ,vehicle,
79c9ab50-8c43-42c0-b5a4-363f4accf8b6.mp4,Right,Lane Change,,
7a4899e5-ace2-462c-a7ee-65cf0fe3fb91.mp4,Slow Down,"Right Turn, Obstruction",vehicle,
8bb1fa2e-55c8-495b-949c-68a3a6f331cf.mp4,Left ,Turn,,pedestrian 
8c10e5e9-2380-4e32-bed6-601468601b78.mp4,Slow Down,Left Turn ,vehicle,
912ab394-e018-4501-a4c1-8fd760ebc3c7.mp4,Slow Down,Right Turn,vehicle,
913d639c-0000-4f04-90e1-1d3ef6de5a36.mp4,Slow Down,Obstruction,,vehicle
96e8c124-ff7b-4820-a88f-9ea73b0087d9.mp4,Slow Down,Left Turn,"pedestrian, vehicle",
985c5a44-8eca-42c2-97fc-75de268329c7.mp4,Straight,Driving Straight,,
c084db42-8b17-48f4-860f-f52695cdaf10.mp4,Slow Down,Left Turn,pedestrian,
c5b868d2-5d1b-46f4-8676-65ca8915a5dc.mp4,Slow Down,Right Turn,vehicle,
cb5814e9-fb68-453e-8d71-da01177be14a.mp4,Slow Down,Left Lane Change,,pothole
cc38b6c6-198f-4729-b5ac-a036d796d8e4.mp4,Slow Down,U Turn,vehicle,
d0ad9259-6afe-4f51-960a-5f6b57f12362.mp4,Left,Lane Change,,
d0e5f27d-39eb-4f9f-9e16-4e8277b861cf.mp4,Slow Down,Left Turn,,
d2c587cd-0928-446c-8bee-6c8eb8299476.mp4,Right,Lane Change,,
d36981a5-f400-4c99-b1aa-ddd8c35b8e45.mp4,Slow Down,U Turn,vehicle,
d5056187-1231-4a8a-933a-65215c6ab6d9.mp4,Straight,Driving Straight,,
db1bd36a-41b9-4732-b010-e3ad748f97a9.mp4,Slow Down,Right Turn,vehicle,
dbb5c294-6a2b-4231-ae36-90c4fba3faf3.mp4,Slow Down,Right Turn,,
dd752bfa-3ffe-4310-8294-2c220cbe99b8.mp4,Straight,Driving Straight,,
dda51b20-ee33-430f-95a6-a70d12b15cef.mp4,Slow Down,Right Turn,vehicle,pothole
e2e1b5f2-0699-4292-9bfb-c2704af47374.mp4,Slow Down,Right Turn,,pothole
e7c2ba9e-af5f-4270-ade7-033d93cc281b.mp4,Slow Down,Right Turn,,pothole
e8032458-0847-40b9-9dc3-5f200e07bf0d.mp4,Slow Down,Left Turn,vehicle,
e875d87e-70f2-41f7-907b-ebf77453bf88.mp4,Slow Down,Right Lane Change,vehicle,
eb9a7022-fe0c-40f6-8341-2e4ff1a33603.mp4,Straight,Driving Straight,,
ed47efe7-0d39-4292-8a24-f5cd0a197b98.mp4,Slow Down,Left Turn,,pothole
f686b2e6-0444-4167-ad79-1d133c3b0d38.mp4,Slow Down,Left Turn,,
fed3f5f3-b255-4a70-8a84-b8d86cd52dab.mp4,Slow Down,Right Turn,pedestrian,
c395bed0-6263-43fd-9454-fb43b1d92009.mp4,Straight,Driving Straight,,
d2018fc0-52a0-44ea-93be-578088691077.mp4,Straight,Driving Straight,,
d272ab42-5fcd-4949-8dde-0c80dc742588.mp4,Straight, Driving Straight,,
d8836c2a-f82a-4fbb-8554-07df1c636e31.mp4,Left,Lane Change,,
db9058d0-67be-44a3-8df0-7e44f9a0b982.mp4,Straight,Driving Straight,,
dd49b074-36f9-4b15-ba51-d91934fa1a3d.mp4,Slow Down,Left Turn,,
dd90e1d8-7ffb-4c7a-bb3b-2bdd8ee2c4df.mp4,Slow Down,Congestion,vehicle,
e02bbd82-6692-4945-9a19-f0ab09d109f9.mp4,Straight,Driving Straight,,
e2a28bd3-3579-4e1b-b6fb-715efa8f72b9.mp4,Left,Lane Change,,
e461f6ee-8d23-4659-aad8-4a3c8c8bb9d4.mp4,Slow Down,U Turn,vehicle,
ee453e9e-2838-47b5-aa69-c2d6f9096d46.mp4,Slow Down,Left Turn,,speed breaker
effe9884-faf1-407f-a050-eb8f9d77bb7d.mp4,Left,Merging,,
f8eb61cb-abec-49f4-bc82-77a7a911ab45.mp4,Right,Lane Change,,
f977a2ff-a31f-4f14-ab28-3354e9ec9ba0.mp4,Slow Down,Congestion,vehicle,
fab6eb1e-f3a3-4c4e-91bd-e7b188908766.mp4,Left,Lane Change,,
fcca0597-7277-4fa2-bf43-147eafc0a2c9.mp4,Slow down,Congestion,vehicle,
fd28e74c-a028-4c1e-99e5-590d92f7b5b0.mp4,Slow Down, U Turn,vehicle,
fe8981fb-dfa7-4739-bdb7-d57f0d459aff.mp4,Slow Down ,Congestion,vehicle,
02ef6cbd-509c-4ca4-9665-2084152ac3dd.mp4,Left,Turn,,
03e7f65a-b5bf-49cc-8c95-bc13ef251d6f.mp4,Slow Down,Left Lane change,vehicle,
04d02edb-dbba-4a3d-8261-c61901763be6.mp4,Slow Down,Right Lane Change,vehicle,
066f8095-bb41-4ddb-ab3a-b2d857fa9d33.mp4,Slow Down,Right Turn,pedestrian,
08ba7e09-eb69-4100-a738-9430bd2c2f44.mp4,Slow Down,Obstruction,pedestrian,vehicle
0afc319e-bb2e-487a-ac83-e53594848f44.mp4,Slow Down,Right Turn,,"pothole, vehicle"
1332b9fa-e7aa-4d2e-bfda-9599dd75f430.mp4,Slow Down,Left Turn,,
15919bd3-c913-4899-a881-2646e0c9f793.mp4,Slow Down,Left Turn,,pothole
22705112-42b9-4bd0-8319-f3c774557352.mp4,Slow Down,Right Turn,vehicle,others (bicycle)
22fb2721-4440-42be-bfda-4204234cdd76.mp4,Slow Down,Left Turn,,
27ef95a5-cc4c-4e5f-a3ff-5bdec2e02c12.mp4,Right ,Lane Change,,
28d0e590-ec83-4ae8-8af1-e08ccb113921.mp4,Slow Down,Left Lane Change,vehicle,
29376e38-6a93-4951-a90c-78472a38f46c.mp4,Slow Down,Left Turn,others (bicycle),
2a30be37-39bf-482e-8333-d1c9af1d023f.mp4,Slow Down,Left Turn,vehicle,
2bbc269e-66a4-4ec5-aa2d-3402bb042a8c.mp4,Slow Down,U Turn,vehicle,
2bc5bfb4-8fd6-4b2b-ab62-211dbbfff5ca.mp4,Slow Down,"Left Turn, Yield",,vehicle
31d45b85-60c0-4181-bb57-b543f234deef.mp4,Slow Down,Left Turn,,pothole
33a74805-d67c-495c-b3ea-22aeb58e7b64.mp4,Right,Turn,,
347a7175-499d-442e-9ba4-340773d7d88f.mp4,Slow Down,"Right Turn, Yield",vehicle,
38d31301-801f-4586-8d4e-810bc163642b.mp4,Left,Lane Change,,
3a8f7ae8-d7bf-4a57-bc88-51d780bad25a.mp4,Slow Down,Left Turn,pedestrian,
40af95bd-a506-400d-ac8b-32e86f7377f4.mp4,straight,Driving Straight,,
42e3b9b2-27e2-44d1-a3dd-3d0fd8893c42.mp4,Slow Down,Left Turn,,
4711dd09-092a-4421-bd9b-6b2d41cb3e88.mp4,Right,Turn,,
4abb871f-7c49-43da-afe9-4a7f72d45e12.mp4,Slow Down,Right Turn,,speed breaker
5876eee9-30eb-446e-a369-1e16ba4cd95c.mp4,Slow Down,Left Turn,,
59bf41cd-d767-4d9b-8f76-0b1e9b7bc533.mp4,Slow Down,U Turn,,
5b5680a4-41cf-4641-ae9c-2e0514445fbb.mp4,Slow Down,Right Turn,"pedestrian, animal",
5c108a12-bc09-4b6a-8ece-47c9b9745747.mp4,Right,Turn,,
6279ddae-805f-4ed3-b9b1-45838221ffad.mp4,Straight,Driving Straight,,
6833740a-d135-4955-b665-3e8bbc99f9f3.mp4,Right ,Lane Change,,
69988716-b61f-4601-86de-9c0b532c5383.mp4,Slow Down,Right Turn,,speed breaker
79248ed5-c858-4356-b26e-57bccc9b52dc.mp4,Straight,Driving Straight,,
7ca1b56b-e6ee-431b-9b10-f6ebe6defea6.mp4,Slow Down,Left Turn,,speed breaker
807b0955-956e-4e41-ade6-b3292b08aede.mp4,Left,Turn,,
84399159-0ab1-4031-b101-266481b531f6.mp4,Slow Down,Right Turn,,
887e03e5-25bc-437e-b36f-a879246a5839.mp4,Slow Down,Obstruction,vehicle,
897980b8-716e-4569-980c-eae6c1f412c8.mp4,Straight,Driving Straight,,
92aa8d9a-2844-4c01-8f74-9fa0629932a5.mp4,Right,Lane Change,,
93cce48b-c2a9-4fa5-9ed9-f9dedbec825d.mp4,Slow Down,Left Turn,,pothole
9483388e-977c-4d29-85ea-fa286d58b3d3.mp4,Slow Down,U Turn,vehicle,
972a592d-4c86-4242-9074-69ac36497c18.mp4,Straight,Driving Straight,,
996daf1f-43c9-4841-9512-29199d0ddf14.mp4,Slow Down,Right Lane Change,vehicle,
9aa974ef-7ad2-4570-8cb3-0af484d8ae1c.mp4,Slow Down,Left Turn,pedestrian,
9f6a7117-48ab-4372-9b6f-e851d69e42bf.mp4,Slow Down,Right Turn,,
a5ddf5f2-7b99-4607-aca8-4b482be5055f.mp4,Slow Down,Left Turn,vehicle,
a9af7e35-7b41-495e-b884-6193f2d5ba8c.mp4,Slow Down,Left Lane Change,vehicle,
a9d660ce-7bb5-4ed0-9f98-3959df97cf2a.mp4,Right,Lane Change,,
aa960338-43f5-4d7e-a41d-9e382619cd70.mp4,Slow Down,Right turn,,
abcd38b8-6574-48bd-b2b1-10a46c1b9c4e.mp4,Left ,Lane Change,,
ae780150-8843-4bf4-aab2-1cd657e18969.mp4,Slow Down,Left Turn,,speed breaker
b13729d9-9164-442e-951d-177607978ada.mp4,Slow Down,"Left Turn, Obstruction",vehicle,
b23d279c-a64e-48a9-a7bd-2ec39ee00f58.mp4,Right,Lane Change,,
b42cfa6f-88b4-4c58-bdc0-bb4be49ff620.mp4,Left,Lane change,,
b5945953-b46d-48e1-add8-93c1d8e6162c.mp4,Slow Down,Right Turn,others (rickshaw),
b683aac5-4464-465a-99e1-0a6314398ce0.mp4,Slow Down,Traffic Light,,vehicle
bb0c7e03-e974-4ebe-a978-15510a2242aa.mp4,Slow Down,Left Turn,,pothole
bb64cd56-3beb-4995-a26a-5469c96a1372.mp4,Slow Down,Right Turn,,pothole
bfa2c60c-a7df-4cc0-acc3-25633e9ea20c.mp4,Slow Down,Right Turn,,pothole
c1f63b8c-af4a-44b4-a130-07ecb5e362e8.mp4,Straight,Driving Straight,,
135508c2-abc2-4541-8f45-c9a560fc0ab1.mp4,Slow Down,Yield,vehicle,
14f79db0-a2c5-48de-af34-d43761384635.mp4,Slow Down,Left Turn,vehicle,pothole
16289131-aef7-42b2-b68e-d40caec90888.mp4,Right,Lane Change,,
17ed3be6-dfba-431c-9afe-3460f8eacbb5.mp4,Straight,Driving Straight,,
1bf7c5d4-8271-41e1-ba20-67c20f5c1a30.mp4,Slow Down,Right Turn,,
1cf9a856-43b1-45cb-aaa5-98f4b442a830.mp4,Slow Down ,Cut-in,vehicle,pothole
27ad4ad1-4502-41a4-98a5-94efc2515f10.mp4,Right,Lane Change,,
2f4c28b0-b4a6-4276-9b20-8c43fa5e473e.mp4,Straight,Driving Straight,,
3496ed85-02a4-4864-96ef-01d7ceae5cd4.mp4,Straight,Driving Straight,,
35ea74aa-1885-40a2-995e-e76a11c4fa8e.mp4,Stop,Cut-in,vehicle,
3b7f315d-0f94-4025-a25e-996f63138c1a.mp4,Right,Lane Change,,
46049d5d-1f1b-49b7-9330-3db23e08a4a1.mp4,Slow Down,Congestion,vehicle,
497af358-c834-4ac9-aa2e-67ea1459cfa0.mp4,Right,Lane Change,,
4b388576-3f16-4748-b353-259d8fcefd33.mp4,Right,Lane Change,,
50da794c-9969-4fe0-9741-5755349d0028.mp4,Slow Down,Traffic Light,vehicle,
528a004e-a843-4de3-ab44-e7e4051d0fc0.mp4,Straight,Driving Straight,,
5a145c72-c817-4d21-82f4-6c57c3fe5ee5.mp4,Left,Lane Change,,
5e09099c-a712-44ba-a56d-e16d3e90bc70.mp4,Right,Lane Change,,
62ca5ca0-e3ac-4b36-b1b2-a90161e7e368.mp4,Right,Turn,,
659ad789-66fb-43e3-8afb-910ac2febb31.mp4,Slow Down,Left Turn,,
6d51b526-c895-44dd-8c3d-2a9cecc98cad.mp4,Straight,Driving Straight,,
742d432c-f0cf-41bd-8e65-44a5e4b7d084.mp4,Right,Lane Change,,
78c40ff0-d35b-4df8-ad04-85599aecb3d0.mp4,Slow Down,Left Turn,,pothole
79142b76-76d4-4485-a8bd-02ed790045dd.mp4,Left,Lane Change,,
8510a1ce-da4a-46e9-a8fe-7694dfa583ca.mp4,Right,Lane Change,,
89e17e81-4a4a-438b-b09b-4961949d4514.mp4,Straight,Driving Straight,,
90ad529f-e119-4232-b896-41d2e9694104.mp4,Slow Down,Cut-in,vehicle,
915534b4-4fb8-4bde-ba24-dc17263d0729.mp4,Straight,Driving Straight,,
9412b116-432b-4179-8908-7d9bd7557129.mp4,Left,Turn,,
98cc1e92-8719-4371-a3bc-a5076cdb5adf.mp4,Straight,Driving Straight,,
9923bf32-0f3f-427e-97e0-6ddfa0e6cd4d.mp4,Right,Lane Change,,
997ab4c5-c52c-412c-ab86-11ef518ac41f.mp4,Right,Lane Change,,
9dcc355a-06c7-4292-b447-666d314bd5db.mp4,Slow Down,Congestion,vehicle,
a8ca7e92-9ce0-4580-a81a-eb39a2ff7243.mp4,Right,Lane Change,,
a90e3f2d-3793-4700-981d-625700a87b40.mp4,Straight,Driving Straight,,
b2f86358-2cad-4a62-ab09-2a82d768624e.mp4,Slow Down,Right Turn,vehicle,
b51633aa-72e6-4457-a3f4-e4dd81fd86bc.mp4,Left,Lane Change,,
bd1f1757-41e5-44cf-a02c-0ef9338ead30.mp4,Straight,Driving Straight,,
bde8b46d-c36f-4163-b837-7961c70dd56f.mp4,Straight,Driving Straight,,
c07723c0-cebd-4c41-b7eb-17a21d870abd.mp4,Left,Turn,,
c090950d-8e71-47a7-aa2a-442cb2563c8a.mp4,Right,Lane Change,,
c1607b6e-0204-46b5-b4a6-23a838f19fb9.mp4,Straight,Driving Straight,,
c24b07cd-83fc-4446-9388-e2232189d6bc.mp4,Straight,Driving Straight,,
c70121ec-5f93-40df-a419-c52905db1b55.mp4,Straight,Driving Straight,,
c710c94e-eff3-45ba-9d76-acfd2a4c0a67.mp4,Straight,Driving Straight,,
c913fabd-29d9-4695-ac96-2056aa7e7a06.mp4,Left,Lane Change,,
d50a50fc-bab5-4d00-80c2-009b482efacd.mp4,Slow Down,Congestion,vehicle,
d84838c1-b40c-440a-b27d-0dc7ef34be77.mp4,Straight,Driving Straight,,
e81687d0-f5c1-4898-aff6-e7e7515437f5.mp4,Right,Lane Change,,
e92c69e0-3537-40ea-a3f8-906660f192c4.mp4,Right,Lane Change,,
e9ab4463-d211-4a1d-a72b-59d1fa484ec1.mp4,Right,Lane Change,,
eb9686c6-e020-4e3a-87a6-57f33145796b.mp4,Slow Down, U Turn,vehicle,
f1a558c4-112c-4570-aaf4-fc35c52b6dff.mp4,Slow Down,Congestion,vehicle,
fc6323f4-5daf-4d26-9d64-dbe4e3ff3e79.mp4,Right,Lane Change,,
37103bb1-e808-4279-afe7-4a3d1dccbb5f.mp4,Stop,Traffic Light,,"traffic light, vehicle"
487458b5-b9d0-46a1-bba6-ea40dbf5f87b.mp4,Straight,Driving Straight,vehicle,
71025df3-42d5-4813-aaf9-cd0ef22ef734.mp4,Right,Lane Change,vehicle,
91090a51-4a04-4fce-bf3a-a95f0f0dff46.mp4,Straight,Driving Straight,vehicle,
9126c032-568a-43d0-a305-28883d44a9b6.mp4,Slow Down,Congestion,vehicle,
967055a6-9b8f-4b00-bba6-765f1478b963.mp4,Deviate,Avoid Person,pedestrian,
98545884-e6fb-4891-bc4c-aef6114cda37.mp4,Slow Down,Left Turn,,speed breaker
a1857c6a-982e-4594-950e-fffb97bf7d16.mp4,Deviate,Avoid Congestion,vehicle,
a27cb20a-e8ce-4b54-8b65-4cdd5426ad14.mp4,Right,Lane Change,,
a4992496-cc8c-44ad-bc45-0936f925b9a8.mp4,Straight,Driving Straight,,
a8e90506-3bd2-4825-87ed-56bbf2b28e0c.mp4,Slow Down ,U Turn,vehicle,
aab38d1f-418e-4141-a0bd-20043717f262.mp4,Stop,Traffic Light,vehicle,traffic light
abb5c686-cbb5-46b1-8373-be71819637cb.mp4,Slow Down,Yield,vehicle,
af21bb25-90a6-429e-aa9f-7a35e5b08d23.mp4,Right,Lane Change,,
b61a5f5b-be1b-4f6d-bc5b-385bf2fc5e46.mp4,Slow Down,"Congestion, Yield",vehicle,
b79625b2-c7cd-4c99-92e0-beee95bcc313.mp4,Left ,Lane Change,,
baee7edb-87ff-46e4-ac39-f4bbebd9d424.mp4,Left ,Lane Change,,
bce6c57e-8d1a-4a91-a35f-980e1db5bd6f.mp4,Left ,Merging,,
bfcc8f94-7f81-4eba-8705-3ba82e05ab1a.mp4,Straight,Driving Straight,,
c347d746-ddf7-4254-8f7d-2cf913f1c118.mp4,Left,Turn,,
c45c3928-f69d-4c67-848d-7a65ff32813f.mp4,Left ,Turn,,
c71857f3-36f3-449e-a43f-ded7d76ab262.mp4,Slow Down,Congestion,vehicle,
c78c8f3e-9c88-4c9c-b102-1da24d784934.mp4,Left ,Lane Change,vehicle,
c7e319f6-3621-43af-b462-dd2b5df115a5.mp4,Slow Down,Right Turn,"Pedestrian, vehicle",
c9679d7b-81a8-47cc-b4c1-f58899906cdc.mp4,Straight,Driving Straight,,
cc92dd08-f984-4d60-949f-b83d1f57a23e.mp4,Slow Down,Congestion,vehicle,
d0a6fb23-c86d-4531-b5db-177112d76f9e.mp4,Left ,Turn,,
d2f48390-d3fd-4c37-9790-c4cb53e35588.mp4,Slow Down,Speed Breaker,,speed breaker
d87e119a-22a0-42bc-a32e-bbabe421e56a.mp4,Straight,Driving Straight,,
e035e6a3-a165-4da2-b140-1596b2889707.mp4,Straight,Driving Straight,vehicle,
e91d901a-56a6-4db5-8dcb-390f87d081e8.mp4,Slow Down,Right Turn,vehicle,
eb3d08b4-3f20-453d-9603-283e989dc96d.mp4,Left ,Turn,,
eb8bf885-6632-4d0a-9428-62978a53726d.mp4,Left ,Turn,,pothole
ee35bd3f-4b51-4134-8a0c-35a9a9ffaf84.mp4,Left,Turn,,
ef922cba-6ea9-4143-ae20-af55fef132ea.mp4,Slow Down,Cut-in,vehicle,
f158af37-b13e-4e5f-ac40-f3124bbfecf4.mp4,Straight,Driving Straight,vehicle,
f2a096bd-7521-4d9a-a368-0c0bd55b0893.mp4,Left ,Lane Change,,
f37e07f4-de9e-4a10-9145-e6515f98b2c1.mp4,Left ,Lane change,vehicle,
f4186fab-e29b-4f79-9358-b39f6f32a3df.mp4,Slow Down,Congestion,vehicle,
ff196d82-b28f-4ed2-a49e-d0153f55f098.mp4,Slow Down,Pedestrian Crossing,pedestrian,
020e82f2-355e-4de4-8aac-7f397a32fced.mp4,Slow Down,Right Lane Change,,pothole
064df2de-6240-430e-a1cf-306f1358a5fa.mp4,Slow Down,Deviate,vehicle,
07c22741-9c66-4f65-89f2-7e3024102eeb.mp4,Slow Down,Speed Breaker,,speed breaker
0b7adf95-4062-4fe3-832b-7a9b590515fb.mp4,Slow Down,Yield,vehicle,
0efe9f33-f51f-4bf0-b9a5-1d05d01def54.mp4,Slow Down,Right Turn,,"pothole, vehicle"
10b0da91-f0fe-4245-a632-5a3ac1313051.mp4,Straight,Driving Straight,,
13fa4677-9396-4255-8cae-30e85ea1f4ed.mp4,Straight,Driving Straight,,
19ce6629-9773-4a4d-942c-6b7b1b44656e.mp4,Straight,Driving Straight,,
19d17ae7-01bf-45a4-949e-7a0f40d90e37.mp4,Slow Down,Congestion,vehicle,
22f21e7f-cff6-443e-befe-529fc51b7a6a.mp4,Slow Down,Pothole,,speed breaker
25c94375-42b6-4953-9bee-0a166e38c360.mp4,Slow Down,Left Lane Change,vehicle,traffic light
2a500655-2fc6-45c5-9e0d-bf479715247b.mp4,Slow Down,Left Lane Change,vehicle,
2d0347da-575b-462b-86ee-a83e114acec2.mp4,Straight,Driving Straight,,
3bf45368-3ad9-4b0d-8f58-66d5a259da7a.mp4,Slow Down,Left Turn,vehicle,
3c72f9b4-08b2-4595-bcc4-901222295006.mp4,Slow Down,U Turn,vehicle,pothole
3e6e81a5-687e-443d-95a6-94e5f2648a2f.mp4,Right,Turn,,pothole
40b50682-8c26-4ef6-8a1c-daf283708f04.mp4,Slow Down,Left Turn,,speed breaker
40d543dc-3af4-47c8-928e-bc239a5159d4.mp4,Left,Lane Change,vehicle,
40ee9db2-6501-41bc-b4f4-924effe667c3.mp4,Slow Down,Right Lane Change,vehicle,
42af8ceb-6b8c-4567-957b-edea8697f4dd.mp4,Slow Down,Left Turn,,pothole
43dd698e-74be-4ec9-a81a-798b68fd9b81.mp4,Straight,Driving Straight,,
44d5fe94-8e29-4690-83bd-43839a52e4ff.mp4,Slow Down,Right Turn,,pothole
4bc41276-887e-461b-854e-7a6e01c921bb.mp4,Slow Down,Congestion,vehicle,
50cdd111-d23b-4ec9-ac7b-987536148b78.mp4,Slow Down ,Right Turn,,speed breaker
53f19e5c-9461-40e6-92f6-a66049f09578.mp4,Slow Down,Left Turn,,
5a79c4a0-006f-4b1c-bbd0-5d5a2a497b38.mp4,Slow Down,Left Lane Change,vehicle,
6af5a71b-c836-4fbf-ba2b-843ed75d3a05.mp4,Slow Down,Right Turn,,speed breaker
6fe43532-6c27-44a7-9cca-bb36541309cf.mp4,Straight,Driving Straight,,
7c60be28-8375-464a-aed7-2d525ac1c8b3.mp4,Left,Lane Change,,
7d0607f9-b74f-460e-a723-6ce3ade9d6b2.mp4,Slow Down,Left Turn,,"pothole, speed breaker"
7d90a9db-7032-4f2e-adac-dd2bb0df485f.mp4,Slow Down,Congestion,vehicle,
8a3a3337-0587-4b07-b26a-cebf1eb950d6.mp4,Slow Down,"Left Turn, Obstruction",vehicle,
8b64d8a7-1c5b-40ad-818d-514802574c00.mp4,Slow Down,Left Turn,,
8f4184bf-a844-437b-b66b-7625369f51eb.mp4,Slow Down,Left Lane Change,,vehicle
9ab9a019-bd48-4378-9799-a2bc7190df18.mp4,Slow Down,Pothole,,pothole
9e929c67-ffd7-4db3-92ba-e7a6d25b14db.mp4,Slow Down,Congestion,vehicle,
9fe93f1f-4264-4aa6-842c-7f2143c52171.mp4,Slow Down,Right Turn,,
